name,address,city,phone,type
morton's,551 5th ave. at 45th st.,new york,212/972-3315,american
motown cafe,104 w. 57th st.  near 6th ave.,new york,212/581-8030,american
new york kom tang soot bul house,32 w. 32nd st.,new york,212/ 947-8482,asian
new york noodletown,28 1/2 bowery at bayard st.,new york,212/349-0923,asian
newsbar,2 w. 19th st.,new york,212/255-3996,coffee bar
odeon,145 w. broadway at thomas st.,new york,212/233-0507,american
orso,322 w. 46th st.,new york,212/489-7212,italian
osteria al droge,142 w. 44th st.,new york,212/944-3643,italian
otabe,68 e. 56th st.,new york,212/223-7575,asian
pacifica,138 lafayette st.  between canal and howard sts.,new york,212/941-4168,asian
palio,151 w. 51st. st.,new york,212/245-4850,italian
pamir,1065 1st ave.  at 58th st.,new york,212/644-9258,middle eastern
parioli romanissimo,24 e. 81st st.,new york,212/288-2391,italian
patria,250 park ave. s at 20th st.,new york,212/777-6211,latin american
peacock alley,301 park ave.  between 49th and 50th sts.,new york,212/872-4895,french
pen & pencil,205 e. 45th st.,new york,212/682-8660,american
penang soho,109 spring st.  between greene and mercer sts.,new york,212/274-8883,asian
persepolis,1423 2nd ave.  between 74th and 75th sts.,new york,212/535-1100,middle eastern
planet hollywood,140 w. 57th st.,new york,212/333-7827,american
pomaire,371 w. 46th st.  off 9th ave.,new york,212/ 956-3055,latin american
popover cafe,551 amsterdam ave.  between 86th and 87th sts.,new york,212/595-8555,american
post house,28 e. 63rd st.,new york,212/935-2888,american
rain,100 w. 82nd st.,new york,212/501-0776,asian
red tulip,439 e. 75th st.,new york,212/734-4893,eastern european
remi,145 w. 53rd st.,new york,212/581-4242,italian
republic,37a union sq. w  between 16th and 17th sts.,new york,212/627-7172,asian
roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,new york,212/674-4140,continental
rosa mexicano,1063 1st ave. at 58th st.,new york,212/753-7407,mexican
ruth's chris,148 w. 51st st.,new york,212/245-9600,american
s.p.q.r,133 mulberry st.  between hester and grand sts.,new york,212/925-3120,italian
sal anthony's,55 irving pl.,new york,212/982-9030,italian
sammy's roumanian steak house,157 chrystie st. at delancey st.,new york,212/673-0330,east european
san pietro,18 e. 54th st.,new york,212/753-9015,italian
sant ambroeus,1000 madison ave.  between 77th and 78th sts.,new york,212/570-2211,coffee bar
sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,new york,212/496-6280,american
sea grill,19 w. 49th st.,new york,212/332-7610,seafood
serendipity,3 225 e. 60th st.,new york,212/838-3531,american
seventh regiment mess and bar,643 park ave. at 66th st.,new york,212/744-4107,american
sfuzzi,58 w. 65th st.,new york,212/873-3700,american
shaan,57 w. 48th st.,new york,212/ 977-8400,asian
sofia fabulous pizza,1022 madison ave.  near 79th st.,new york,212/734-2676,italian
spring street natural restaurant & bar,62 spring st. at lafayette st.,new york,212/966-0290,american
stage deli,834 7th ave.  between 53rd and 54th sts.,new york,212/245-7850,delicatessen
stingray,428 amsterdam ave.  between 80th and 81st sts.,new york,212/501-7515,seafood
sweet'n'tart cafe,76 mott st. at canal st.,new york,212/334-8088,asian
t salon,143 mercer st. at prince st.,new york,212/925-3700,coffee bar
tang pavillion,65 w. 55th st.,new york,212/956-6888,asian
tapika,950 8th ave. at 56th st.,new york,212/ 397-3737,american
teresa's,103 1st ave.  between 6th and 7th sts.,new york,212/228-0604,east european
terrace,400 w. 119th st.  between amsterdam and morningside aves.,new york,212/666-9490,continental
the coffee pot,350 9th ave. at 49th st.,new york,212/265-3566,coffee bar
the savannah club,2420 broadway at 89th st.,new york,212/496-1066,american
trattoria dell'arte,900 7th ave.  between 56th and 57th sts.,new york,212/245-9800,italian
triangolo,345 e. 83rd st.,new york,212/472-4488,italian
tribeca grill,375 greenwich st.  near franklin st.,new york,212/941-3900,american
trois jean,154 e. 79th st.  between lexington and 3rd aves.,new york,212/988-4858,coffee bar
tse yang,34 e. 51st st.,new york,212/688-5447,asian
turkish kitchen,386 3rd ave.  between 27th and 28th sts.,new york,212/679-1810,middle eastern
two two two,222 w. 79th st.,new york,212/799-0400,american
veniero's pasticceria,342 e. 11th st.  near 1st ave.,new york,212/674-7264,coffee bar
verbena,54 irving pl. at 17th st.,new york,212/260-5454,american
victor's cafe,52 236 w. 52nd st.,new york,212/586-7714,latin american
vince & eddie's,70 w. 68th st.,new york,212/721-0068,american
vong,200 e. 54th st.,new york,212/486-9592,american
water club,500 e. 30th st.,new york,212/683-3333,american
west,63rd street steakhouse 44 w. 63rd st.,new york,212/246-6363,american
xunta,174 1st ave.  between 10th and 11th sts.,new york,212/614-0620,mediterranean
zen palate,34 union sq. e at 16th st.,new york,212/614-9291,and 212/614-9345 asian
zoe,90 prince st.  between broadway and mercer st.,new york,212/966-6722,american
abbey,163 ponce de leon ave.,atlanta,404/876-8532,international
aleck's barbecue heaven,783 martin luther king jr. dr.,atlanta,404/525-2062,barbecue
annie's thai castle,3195 roswell rd.,atlanta,404/264-9546,asian
anthonys,3109 piedmont rd.  just south of peachtree rd.,atlanta,404/262-7379,american
atlanta fish market,265 pharr rd.,atlanta,404/262-3165,american
beesley's of buckhead,260 e. paces ferry road,atlanta,404/264-1334,continental
bertolini's,3500 peachtree rd.  phipps plaza,atlanta,404/233-2333,italian
bistango,1100 peachtree st.,atlanta,404/724-0901,mediterranean
cafe renaissance,7050 jimmy carter blvd.  norcross,atlanta,770/441--0291,american
camille's,1186 n. highland ave.,atlanta,404/872-7203,italian
cassis,3300 peachtree rd.  grand hyatt,atlanta,404/365-8100,mediterranean
city grill,50 hurt plaza,atlanta,404/524-2489,international
coco loco,40  buckhead crossing mall on the sidney marcus blvd.,atlanta,404/364-0212,caribbean
colonnade restaurant,1879 cheshire bridge rd.,atlanta,404/874-5642,southern
dante's down the hatch  buckhead,3380 peachtree rd.,atlanta,404/266-1600,continental
dante's down the hatch,underground underground mall  underground atlanta,atlanta,404/577-1800,continental
fat matt's rib shack,1811 piedmont ave.  near cheshire bridge rd.,atlanta,404/607-1622,barbecue
french quarter food shop,923 peachtree st.  at 8th st.,atlanta,404/875-2489,southern
holt bros. bar-b-q,6359 jimmy carter blvd.  at buford hwy.  norcross,atlanta,770/242-3984,barbecue
horseradish grill,4320 powers ferry rd.,atlanta,404/255-7277,southern
hsu's gourmet,192 peachtree center ave.  at international blvd.,atlanta,404/659-2788,asian
imperial fez,2285 peachtree rd.  peachtree battle condominium,atlanta,404/351-0870,mediterranean
kamogawa,3300 peachtree rd.  grand hyatt,atlanta,404/841-0314,asian
la grotta at ravinia dunwoody rd.,holiday inn/crowne plaza at ravinia  dunwoody,atlanta,770/395-9925,italian
little szechuan,c buford hwy.  northwoods plaza  doraville,atlanta,770/451-0192,asian
lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,404/255-5160,barbecue
luna si,1931 peachtree rd.,atlanta,404/355-5993,continental
mambo restaurante cubano,1402 n. highland ave.,atlanta,404/874-2626,caribbean
mckinnon's louisiane,3209 maple dr.,atlanta,404/237-1313,southern
mi spia dunwoody rd.,park place  across from perimeter mall  dunwoody,atlanta,770/393-1333,italian
nickiemoto's: a sushi bar,247 buckhead ave.  east village sq.,atlanta,404/842-0334,fusion
palisades,1829 peachtree rd.,atlanta,404/350-6755,continental
pleasant peasant,555 peachtree st.  at linden ave.,atlanta,404/874-3223,american
pricci,500 pharr rd.,atlanta,404/237-2941,italian
r.j.'s uptown kitchen & wine bar,870 n. highland ave.,atlanta,404/875-7775,american
rib ranch,25 irby ave.,atlanta,404/233-7644,barbecue
sa tsu ki,3043 buford hwy.,atlanta,404/325-5285,asian
sato sushi and thai,6050 peachtree pkwy.  norcross,atlanta,770/449-0033,asian
south city kitchen,1144 crescent ave.,atlanta,404/873-7358,southern
south of france,2345 cheshire bridge rd.,atlanta,404/325-6963,french
stringer's fish camp and oyster bar,3384 shallowford rd.  chamblee,atlanta,770/458-7145,southern
sundown cafe,2165 cheshire bridge rd.,atlanta,404/321-1118,american
taste of new orleans,889 w. peachtree st.,atlanta,404/874-5535,southern
tomtom,3393 peachtree rd.,atlanta,404/264-1163,continental
antonio's,3700 w. flamingo,las vegas,702/252-7737,italian
bally's big kitchen,3645 las vegas blvd. s,las vegas,702/739-4111,buffets
bamboo garden,4850 flamingo rd.,las vegas,702/871-3262,asian
battista's hole in the wall,4041 audrie st. at flamingo rd.,las vegas,702/732-1424,italian
bertolini's,3570 las vegas blvd. s,las vegas,702/735-4663,italian
binion's coffee shop,128 fremont st.,las vegas,702/382-1600,coffee shops/diners
bistro,3400 las vegas blvd. s,las vegas,702/791-7111,continental
broiler,4111 boulder hwy.,las vegas,702/432-7777,american
bugsy's diner,3555 las vegas blvd. s,las vegas,702/733-3111,coffee shops/diners
cafe michelle,1350 e. flamingo rd.,las vegas,702/735-8686,american
cafe roma,3570 las vegas blvd. s,las vegas,702/731-7547,coffee shops/diners
capozzoli's,3333 s. maryland pkwy.,las vegas,702/731-5311,italian
carnival world,3700 w. flamingo rd.,las vegas,702/252-7777,buffets
center stage plaza hotel,1 main st.,las vegas,702/386-2512,american
circus circus,2880 las vegas blvd. s,las vegas,702/734-0410,buffets
empress court,3570 las vegas blvd. s,las vegas,702/731-7888,asian
feast,2411 w. sahara ave.,las vegas,702/367-2411,buffets
golden nugget hotel,129 e. fremont st.,las vegas,702/385-7111,buffets
golden steer,308 w. sahara ave.,las vegas,702/384-4470,steak houses
lillie langtry's,129 e. fremont st.,las vegas,702/385-7111,asian
mandarin court,1510 e. flamingo rd.,las vegas,702/737-1234,asian
margarita's mexican cantina,3120 las vegas blvd. s,las vegas,702/794-8200,mexican
mary's diner,5111 w. boulder hwy.,las vegas,702/454-8073,coffee shops/diners
mikado,3400 las vegas blvd. s,las vegas,702/791-7111,asian
pamplemousse,400 e. sahara ave.,las vegas,702/733-2066,continental
ralph's diner,3000 las vegas blvd. s,las vegas,702/732-6330,coffee shops/diners
the bacchanal,3570 las vegas blvd. s,las vegas,702/731-7525,only in las vegas
venetian,3713 w. sahara ave.,las vegas,702/876-4190,italian
viva mercado's,6182 w. flamingo rd.,las vegas,702/871-8826,mexican
yolie's,3900 paradise rd.,las vegas,702/794-0700,steak houses
2223,2223 market st.,san francisco,415/431-0692,american
acquarello,1722 sacramento st.,san francisco,415/567-5432,italian
bardelli's,243 o'farrell st.,san francisco,415/982-0243,old san francisco
betelnut,2030 union st.,san francisco,415/929-8855,asian
bistro roti,155 steuart st.,san francisco,415/495-6500,french
bix,56 gold st.,san francisco,415/433-6300,american
bizou,598 fourth st.,san francisco,415/543-2222,french
buca giovanni,800 greenwich st.,san francisco,415/776-7766,italian
cafe adriano,3347 fillmore st.,san francisco,415/474-4180,italian
cafe marimba,2317 chestnut st.,san francisco,415/776-1506,mexican/latin american/spanish
california culinary academy,625 polk st.,san francisco,415/771-3500,french
capp's corner,1600 powell st.,san francisco,415/989-2589,italian
carta,1772 market st.,san francisco,415/863-3516,american
chevys,4th and howard sts.,san francisco,415/543-8060,mexican/latin american/spanish
cypress club,500 jackson st.,san francisco,415/296-8555,american
des alpes,732 broadway,san francisco,415/788-9900,french
faz,161 sutter st.,san francisco,415/362-0404,greek and middle eastern
fog city diner,1300 battery st.,san francisco,415/982-2000,american
garden court,market and new montgomery sts.,san francisco,415/546-5011,old san francisco
gaylord's,ghirardelli sq.,san francisco,415/771-8822,asian
grand cafe hotel monaco,501 geary st.,san francisco,415/292-0101,american
greens,bldg. a fort mason,san francisco,415/771-6222,vegetarian
harbor village,4 embarcadero center,san francisco,415/781-8833,asian
harris',2100 van ness ave.,san francisco,415/673-1888,steak houses
harry denton's,161 steuart st.,san francisco,415/882-1333,american
hayes street grill,320 hayes st.,san francisco,415/863-5545,seafood
helmand,430 broadway,san francisco,415/362-0641,greek and middle eastern
hong kong flower lounge,5322 geary blvd.,san francisco,415/668-8998,asian
hong kong villa,2332 clement st.,san francisco,415/752-8833,asian
hyde street bistro,1521 hyde st.,san francisco,415/441-7778,italian
il fornaio levi's plaza,1265 battery st.,san francisco,415/986-0100,italian
izzy's steak & chop house,3345 steiner st.,san francisco,415/563-0487,steak houses
jack's,615 sacramento st.,san francisco,415/986-9854,old san francisco
kabuto sushi,5116 geary blvd.,san francisco,415/752-5652,asian
katia's,600 5th ave.,san francisco,415/668-9292,
kuleto's,221 powell st.,san francisco,415/397-7720,italian
kyo-ya. sheraton palace hotel,2 new montgomery st.  at market st.,san francisco,415/546-5000,asian
l'osteria del forno,519 columbus ave.,san francisco,415/982-1124,italian
le central,453 bush st.,san francisco,415/391-2233,french
le soleil,133 clement st.,san francisco,415/668-4848,asian
macarthur park,607 front st.,san francisco,415/398-5700,american
manora,3226 mission st.,san francisco,415/861-6224,asian
maykadeh,470 green st.,san francisco,415/362-8286,greek and middle eastern
mccormick & kuleto's,ghirardelli sq.,san francisco,415/929-1730,seafood
millennium,246 mcallister st.,san francisco,415/487-9800,vegetarian
moose's,1652 stockton st.,san francisco,415/989-7800,mediterranean
north india,3131 webster st.,san francisco,415/931-1556,asian
one market,1 market st.,san francisco,415/777-5577,american
oritalia,1915 fillmore st.,san francisco,415/346-1333,italian
pacific pan pacific hotel,500 post st.,san francisco,415/929-2087,french
palio d'asti,640 sacramento st.,san francisco,415/395-9800,italian
pane e vino,3011 steiner st.,san francisco,415/346-2111,italian
pastis,1015 battery st.,san francisco,415/391-2555,french
perry's,1944 union st.,san francisco,415/922-9022,american
r&g lounge,631 b kearny st.,san francisco,415/982-7877,or 415/982-3811 asian
rubicon,558 sacramento st.,san francisco,415/434-4100,american
rumpus,1 tillman pl.,san francisco,415/421-2300,american
sanppo,1702 post st.,san francisco,415/346-3486,asian
scala's bistro,432 powell st.,san francisco,415/395-8555,italian
south park cafe,108 south park,san francisco,415/495-7275,french
splendido embarcadero,4,san francisco,415/986-3222,mediterranean
stars,150 redwood alley,san francisco,415/861-7827,american
stars cafe,500 van ness ave.,san francisco,415/861-4344,american
stoyanof's cafe,1240 9th ave.,san francisco,415/664-3664,greek and middle eastern
straits cafe,3300 geary blvd.,san francisco,415/668-1783,asian
suppenkuche,601 hayes st.,san francisco,415/252-9289,russian/german
tadich grill,240 california st.,san francisco,415/391-2373,seafood
the heights,3235 sacramento st.,san francisco,415/474-8890,french
thepin,298 gough st.,san francisco,415/863-9335,asian
ton kiang,3148 geary blvd.,san francisco,415/752-4440,asian
vertigo,600 montgomery st.,san francisco,415/433-7250,mediterranean
vivande porta via,2125 fillmore st.,san francisco,415/346-4430,italian
vivande ristorante,670 golden gate ave.,san francisco,415/673-9245,italian
world wrapps,2257 chestnut st.,san francisco,415/563-9727,american
wu kong,101 spear st.,san francisco,415/957-9300,asian
yank sing,427 battery st.,san francisco,415/541-4949,asian
yaya cuisine,1220 9th ave.,san francisco,415/566-6966,greek and middle eastern
yoyo tsumami bistro,1611 post st.,san francisco,415/922-7788,french
zarzuela,2000 hyde st.,san francisco,415/346-0800,mexican/latin american/spanish
zuni cafe & grill,1658 market st.,san francisco,415/552-2522,mediterranean
apple pan  the,10801 w. pico blvd.,los angeles,310-475-3585,american
asahi ramen,2027 sawtelle blvd.,los angeles,310-479-2231,noodle shops
baja fresh,3345 kimber dr.,westlake village,805-498-4049,mexican
belvedere  the,9882 little santa monica blvd.,beverly hills,310-788-2306,pacific new wave
benita's frites,1433 third st. promenade,santa monica,310-458-2889,fast food
bernard's,515 s. olive st.,los angeles,213-612-1580,continental
bistro 45,45 s. mentor ave.,pasadena,818-795-2478,californian
brent's deli,19565 parthenia ave.,northridge,818-886-5679,delis
brighton coffee shop,9600 brighton way,beverly hills,310-276-7732,coffee shops
bristol farms market cafe,1570 rosecrans ave. s.,pasadena,310-643-5229,californian
bruno's,3838 centinela ave.,mar vista,310-397-5703,italian
cafe '50s,838 lincoln blvd.,venice,310-399-1955,american
cafe blanc,9777 little santa monica blvd.,beverly hills,310-888-0108,pacific new wave
cassell's,3266 w. sixth st.,los angeles,213-480-8668,hamburgers
chez melange,1716 pch,redondo beach,310-540-1222,eclectic
diaghilev,1020 n. san vicente blvd.,w. hollywood,310-854-1111,russian
don antonio's,1136 westwood blvd.,westwood,310-209-1422,italian
duke's,8909 sunset blvd.,w. hollywood,310-652-3100,coffee shops
falafel king,1059 broxton ave.,westwood,310-208-4444,middle eastern
feast from the east,1949 westwood blvd.,los angeles,310-475-0400,chinese
gumbo pot  the,6333 w. third st.,los angeles,213-933-0358,cajun/creole
hollywood hills coffee shop,6145 franklin ave.,hollywood,213-467-7678,coffee shops
indo cafe,10428 1/2 national blvd.,los angeles,310-815-1290,indonesian
jan's family restaurant,8424 beverly blvd.,los angeles,213-651-2866,coffee shops
jiraffe,502 santa monica blvd,santa monica,310-917-6671,californian
jody maroni's sausage kingdom,2011 ocean front walk,venice,310-306-1995,hot dogs
joe's,1023 abbot kinney blvd.,venice,310-399-5811,american (new)
john o'groats,10516 w. pico blvd.,los angeles,310-204-0692,coffee shops
johnnie's pastrami,4017 s. sepulveda blvd.,culver city,310-397-6654,delis
johnny reb's southern smokehouse,4663 long beach blvd.,long beach,310-423-7327,southern/soul
johnny rockets (la),7507 melrose ave.,los angeles,213-651-3361,american
killer shrimp,4000 colfax ave.,studio city,818-508-1570,seafood
kokomo cafe,6333 w. third st.,los angeles,213-933-0773,american
koo koo roo,8393 w. beverly blvd.,los angeles,213-655-9045,chicken
la cachette,10506 little santa monica blvd.,century city,310-470-4992,french (new)
la salsa (la),22800 pch,malibu,310-456-6299,mexican
la serenata de garibaldi,1842 e. first,st. boyle hts.,213-265-2887,mexican/tex-mex
langer's,704 s. alvarado st.,los angeles,213-483-8050,delis
local nochol,30869 thousand oaks blvd.,westlake village,818-706-7706,health food
main course  the,10509 w. pico blvd.,rancho park,310-475-7564,american
mani's bakery & espresso bar,519 s. fairfax ave.,los angeles,213-938-8800,desserts
martha's,22nd street grill 25 22nd,st. hermosa beach,310-376-7786,american
maxwell's cafe,13329 washington blvd.,marina del rey,310-306-7829,american
michael's (los angeles),1147 third st.,santa monica,310-451-0843,californian
mishima,8474 w. third st.,los angeles,213-782-0181,noodle shops
mo better meatty meat,7261 melrose ave.,los angeles,213-935-5280,hamburgers
mulberry st.,17040 ventura blvd.,encino,818-906-8881,pizza
ocean park cafe,3117 ocean park blvd.,santa monica,310-452-5728,american
ocean star,145 n. atlantic blvd.,monterey park,818-308-2128,seafood
original pantry bakery,875 s. figueroa st. downtown,los angeles,213-627-6879,diners
parkway grill,510 s. arroyo pkwy.,pasadena,818-795-1001,californian
pho hoa,642 broadway,chinatown,213-626-5530,vietnamese
pink's famous chili dogs,709 n. la brea ave.,los angeles,213-931-4223,hot dogs
poquito mas,2635 w. olive ave.,burbank,818-563-2252,mexican
r-23,923 e. third st.,los angeles,213-687-7178,japanese
rae's,2901 pico blvd.,santa monica,310-828-7937,diners
rubin's red hots,15322 ventura blvd.,encino,818-905-6515,hot dogs
ruby's (la),45 s. fair oaks ave.,pasadena,818-796-7829,diners
russell's burgers,1198 pch,seal beach,310-596-9556,hamburgers
ruth's chris steak house (los angeles),224 s. beverly dr.,beverly hills,310-859-8744,steakhouses
shiro,1505 mission st. s.,pasadena,818-799-4774,pacific new wave
sushi nozawa,11288 ventura blvd.,studio city,818-508-7017,japanese
sweet lady jane,8360 melrose ave.,los angeles,213-653-7145,desserts
taiko,11677 san vicente blvd.,brentwood,310-207-7782,noodle shops
tommy's,2575 beverly blvd.,los angeles,213-389-9060,hamburgers
uncle bill's pancake house,1305 highland ave.,manhattan beach,310-545-5177,diners
water grill,544 s. grand ave.,los angeles,213-891-0900,seafood
zankou chicken,1415 e. colorado st.,glendale,818-244-1937,middle eastern
afghan kebab house,764 ninth ave.,new york,212-307-1612,afghan
arcadia,21 e. 62nd st.,new york,212-223-2900,american (new)
benny's burritos,93 ave. a,new york,212-254-2054,mexican
cafe con leche,424 amsterdam ave.,new york,212-595-7000,cuban
corner bistro,331 w. fourth st.,new york,212-242-9502,hamburgers
cucina della fontana,368 bleecker st.,new york,212-242-0636,italian
cucina di pesce,87 e. fourth st.,new york,212-260-6800,seafood
darbar,44 w. 56th st.,new york,212-432-7227,indian
ej's luncheonette,432 sixth ave.,new york,212-473-5555,diners
edison cafe,228 w. 47th st.,new york,212-840-5000,diners
elias corner,24-02 31st st.,queens,718-932-1510,greek
good enough to eat,483 amsterdam ave.,new york,212-496-0163,american
gray's papaya,2090 broadway,new york,212-799-0243,hot dogs
il mulino,86 w. third st.,new york,212-673-3783,italian
jackson diner,37-03 74th st.,queens,718-672-1232,indian
joe's shanghai,9 pell st.,queens,718-539-3838,chinese
john's pizzeria,48 w. 65th st.,new york,212-721-7001,pizza
kelley & ping,127 greene st.,new york,212-228-1212,pan-asian
kiev,117 second ave.,new york,212-674-4040,ukrainian
kuruma zushi,2nd fl.,new york,212-317-2802,japanese
la caridad,2199 broadway,new york,212-874-2780,cuban
la grenouille,3 e. 52nd st.,new york,212-752-1495,french (classic)
lemongrass grill,61a seventh ave.,new york,718-399-7100,thai
lombardi's,32 spring st.,new york,212-941-7994,pizza
marnie's noodle shop,466 hudson st.,new york,212-741-3214,asian
menchanko-tei,39 w. 55th st.,new york,212-247-1585,japanese
mitali east-west,296 bleecker st.,new york,212-989-1367,indian
monsoon (ny),435 amsterdam ave.,new york,212-580-8686,thai
moustache,405 atlantic ave.,new york,718-852-5555,middle eastern
nobu,105 hudson st.,new york,212-219-0500,japanese
one if by land  tibs,17 barrow st.,new york,212-228-0822,continental
oyster bar,lower level,new york,212-490-6650,seafood
palm,837 second ave.,new york,212-687-2953,steakhouses
palm too,840 second ave.,new york,212-697-5198,steakhouses
patsy's pizza,19 old fulton st.,new york,718-858-4300,pizza
peter luger steak house,178 broadway,new york,718-387-7400,steakhouses
rose of india,308 e. sixth st.,new york,212-533-5011,indian
sam's noodle shop,411 third ave.,new york,212-213-2288,chinese
sarabeth's,1295 madison ave.,new york,212-410-7335,american
sparks steak house,210 e. 46th st.,new york,212-687-4855,steakhouses
stick to your ribs,5-16 51st ave.,queens,718-937-3030,bbq
sushisay,38 e. 51st st.,new york,212-755-1780,japanese
sylvia's,328 lenox ave.,new york,212-996-0660,southern/soul
szechuan hunan cottage,1588 york ave.,new york,212-535-5223,chinese
szechuan kitchen,1460 first ave.,new york,212-249-4615,chinese
teresa's,80 montague st.,queens,718-520-2910,polish
thai house cafe,151 hudson st.,new york,212-334-1085,thai
thailand restaurant,106 bayard st.,new york,212-349-3132,thai
veselka,144 second ave.,new york,212-228-9682,ukrainian
westside cottage,689 ninth ave.,new york,212-245-0800,chinese
windows on the world,107th fl.,new york,212-524-7000,eclectic
wollensky's grill,205 e. 49th st.,new york,212-753-0444,steakhouses
yama,122 e. 17th st.,new york,212-475-0969,japanese
zarela,953 second ave.,new york,212-644-6740,mexican
andre's french restaurant,401 s. 6th st.,las vegas,702-385-5016,french (classic)
buccaneer bay club,3300 las vegas blvd. s.,las vegas,702-894-7350,continental
buzio's in the rio,3700 w. flamingo rd.,las vegas,702-252-7697,seafood
emeril's new orleans fish house,3799 las vegas blvd. s.,las vegas,702-891-7374,seafood
fiore rotisserie & grille,3700 w. flamingo rd.,las vegas,702-252-7702,italian
hugo's cellar,202 e. fremont st.,las vegas,702-385-4011,continental
madame ching's,3300 las vegas blvd. s.,las vegas,702-894-7111,asian
mayflower cuisinier,4750 w. sahara ave.,las vegas,702-870-8432,chinese
michael's (las vegas),3595 las vegas blvd. s.,las vegas,702-737-7111,continental
monte carlo,3145 las vegas blvd. s.,las vegas,702-733-4524,french (new)
moongate,3400 las vegas blvd. s.,las vegas,702-791-7352,chinese
morton's of chicago (las vegas),3200 las vegas blvd. s.,las vegas,702-893-0703,steakhouses
nicky blair's,3925 paradise rd.,las vegas,702-792-9900,italian
piero's restaurant,355 convention center dr.,las vegas,702-369-2305,italian
spago (las vegas),3500 las vegas blvd. s.,las vegas,702-369-6300,californian
steakhouse  the,128 e. fremont st.,las vegas,702-382-1600,steakhouses
stefano's,129 fremont st.,las vegas,702-385-7111,italian
sterling brunch,3645 las vegas blvd. s.,las vegas,702-739-4651,eclectic
tre visi,3799 las vegas blvd. s.,las vegas,702-891-7331,italian
103 west,103 w. paces ferry rd.,atlanta,404-233-5993,continental
alon's at the terrace,659 peachtree st.,atlanta,404-724-0444,sandwiches
baker's cajun cafe,1134 euclid ave.,atlanta,404-223-5039,cajun/creole
barbecue kitchen,1437 virginia ave.,atlanta,404-766-9906,bbq
bistro  the,56 e. andrews dr. nw,atlanta,404-231-5733,french bistro
bobby & june's kountry kitchen,375 14th st.,atlanta,404-876-3872,southern/soul
bradshaw's restaurant,2911 s. pharr court,atlanta,404-261-7015,southern/soul
brookhaven cafe,4274 peachtree rd.,atlanta,404-231-5907,vegetarian
cafe sunflower,5975 roswell rd.,atlanta,404-256-1675,health food
canoe,4199 paces ferry rd.,atlanta,770-432-2663,american (new)
carey's,1021 cobb pkwy. se,marietta,770-422-8042,hamburgers
carey's corner,1215 powers ferry rd.,marietta,770-933-0909,hamburgers
chops,70 w. paces ferry rd.,atlanta,404-262-2675,steakhouses
chopstix,4279 roswell rd.,atlanta,404-255-4868,chinese
deacon burton's soulfood restaurant,1029 edgewood ave. se,atlanta,404-523-1929,southern/soul
eats,600 ponce de leon ave.,atlanta,404-888-9149,italian
flying biscuit  the,1655 mclendon ave.,atlanta,404-687-8888,eclectic
frijoleros,1031 peachtree st. ne,atlanta,404-892-8226,tex-mex
greenwood's,1087 green st.,roswell,770-992-5383,southern/soul
harold's barbecue,171 mcdonough blvd.,atlanta,404-627-9268,bbq
havana sandwich shop,2905 buford hwy.,atlanta,404-636-4094,cuban
house of chan,2469 cobb pkwy.,smyrna,770-955-9444,chinese
indian delights,3675 satellite blvd.,duluth,100-813-8212,indian
java jive,790 ponce de leon ave.,atlanta,404-876-6161,coffee shops
johnny rockets (at),2970 cobb pkwy.,atlanta,770-955-6068,american
kalo's coffee house,1248 clairmont rd.,decatur,404-325-3733,coffeehouses
la fonda latina,4427 roswell rd.,atlanta,404-303-8201,spanish
lettuce souprise you (at),3525 mall blvd.,duluth,770-418-9969,cafeterias
majestic,1031 ponce de leon ave.,atlanta,404-875-0276,diners
morton's of chicago (atlanta),303 peachtree st. ne,atlanta,404-577-4366,steakhouses
my thai,1248 clairmont rd.,atlanta,404-636-4280,thai
nava,3060 peachtree rd.,atlanta,404-240-1984,southwestern
nuevo laredo cantina,1495 chattahoochee ave. nw,atlanta,404-352-9009,mexican
original pancake house (at),4330 peachtree rd.,atlanta,404-237-4116,american
palm  the (atlanta),3391 peachtree rd. ne,atlanta,404-814-1955,steakhouses
rainbow restaurant,2118 n. decatur rd.,decatur,404-633-3538,vegetarian
ritz-carlton cafe (atlanta),181 peachtree st.,atlanta,404-659-0400,american (new)
riviera,519 e. paces ferry rd.,atlanta,404-262-7112,mediterranean
silver skillet  the,200 14th st. nw,atlanta,404-874-1388,coffee shops
soto,3330 piedmont rd.,atlanta,404-233-2005,japanese
thelma's kitchen,764 marietta st. nw,atlanta,404-688-5855,cafeterias
tortillas,774 ponce de leon ave. ne,atlanta,404-892-0193,tex-mex
van gogh's restaurant & bar,70 w. crossville rd.,roswell,770-993-1156,american (new)
veggieland,220 sandy springs circle,atlanta,404-231-3111,vegetarian
white house restaurant,3172 peachtree rd. ne,atlanta,404-237-7601,diners
zab-e-lee,4837 old national hwy.,college park,404-768-2705,thai
bill's place,2315 clement st.,san francisco,415-221-5262,hamburgers
cafe flore,2298 market st.,san francisco,415-621-8579,californian
caffe greco,423 columbus ave.,san francisco,415-397-6261,continental
campo santo,240 columbus ave.,san francisco,415-433-9623,mexican
cha cha cha's,1805 haight st.,san francisco,415-386-5758,caribbean
doidge's,2217 union st.,san francisco,415-921-2149,american
dottie's true blue cafe,522 jones st.,san francisco,415-885-2767,diners
